id,row_number,col_a,col_b,col_c,col_d,col_e,col_f,raw_data,created_at
63,63,1411,Auxílio-natalidade,01/01/2014,"","Valor relativo ao nascimento do filho de servidor público, previsto em lei",S,"{""NOME"": ""Auxílio-natalidade"", ""DTFIM"": null, ""CODIGO"": 1411, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor relativo ao nascimento do filho de servidor público, previsto em lei"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": ""S""}",2026-03-28 11:15:29.753318
64,64,1412,Abono permanência,01/01/2014,"","Valor relativo ao abono de permanência, de acordo com a CF/1988","","{""NOME"": ""Abono permanência"", ""DTFIM"": null, ""CODIGO"": 1412, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor relativo ao abono de permanência, de acordo com a CF/1988"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
65,65,1601,Ajuda de custo - Aeronauta,01/01/2014,"","Adicional mensal recebidos pelo aeronauta, nos termos da Lei 5.929/1973","","{""NOME"": ""Ajuda de custo - Aeronauta"", ""DTFIM"": null, ""CODIGO"": 1601, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Adicional mensal recebidos pelo aeronauta, nos termos da Lei 5.929/1973"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
66,66,1602,Ajuda de custo de transferência,01/01/2014,"","Ajuda de custo em parcela única, em razão de transferência de local de trabalho","","{""NOME"": ""Ajuda de custo de transferência"", ""DTFIM"": null, ""CODIGO"": 1602, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Ajuda de custo em parcela única, em razão de transferência de local de trabalho"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
68,68,1603,Ajuda de custo,01/04/2019,"",Ajuda de custo paga ao trabalhador,"","{""NOME"": ""Ajuda de custo"", ""DTFIM"": null, ""CODIGO"": 1603, ""DTINICIO"": 1042019, ""DESCRICAO"": ""Ajuda de custo paga ao trabalhador"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
70,70,1619,Ajuda compensatória - Programa Emergencial de Manutenção do Emprego e da Renda,01/04/2020,"",Ajuda compensatória paga pelo empregador ao empregado durante período de suspensão do contrato de trabalho ou redução proporcional de salário e jornada,"","{""NOME"": ""Ajuda compensatória - Programa Emergencial de Manutenção do Emprego e da Renda"", ""DTFIM"": null, ""CODIGO"": 1619, ""DTINICIO"": 1042020, ""DESCRICAO"": ""Ajuda compensatória paga pelo empregador ao empregado durante período de suspensão do contrato de trabalho ou redução proporcional de salário e jornada"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
121,121,5504,13º salário - Adiantamento,01/01/2014,"",Valor relativo a adiantamento do 13° salário,"","{""NOME"": ""13º salário - Adiantamento"", ""DTFIM"": null, ""CODIGO"": 5504, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor relativo a adiantamento do 13° salário"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
72,72,1621,"Ressarcimento de despesas de viagem, exceto despesas com veículos",01/01/2014,"",Ressarcimento de despesas pagas com recursos do trabalhador em viagens a trabalho,"","{""NOME"": ""Ressarcimento de despesas de viagem, exceto despesas com veículos"", ""DTFIM"": null, ""CODIGO"": 1621, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Ressarcimento de despesas pagas com recursos do trabalhador em viagens a trabalho"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
73,73,1623,Ressarcimento de provisão,01/01/2014,"",Ressarcimento de desconto efetuado em recibos de férias relativo a provisão de contribuição previdenciária,"","{""NOME"": ""Ressarcimento de provisão"", ""DTFIM"": null, ""CODIGO"": 1623, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Ressarcimento de desconto efetuado em recibos de férias relativo a provisão de contribuição previdenciária"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
74,74,1629,Ressarcimento de outras despesas,01/01/2014,"","Ressarcimento de outras despesas pagas pelo trabalhador, não previstas nos demais itens","","{""NOME"": ""Ressarcimento de outras despesas"", ""DTFIM"": null, ""CODIGO"": 1629, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Ressarcimento de outras despesas pagas pelo trabalhador, não previstas nos demais itens"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
78,78,1799,Alimentação concedida em pecúnia com caráter indenizatório,01/01/2014,"",Auxílio-alimentação ou alimentação concedida sob a forma de pecúnia com natureza indenizatória por força de lei,S,"{""NOME"": ""Alimentação concedida em pecúnia com caráter indenizatório"", ""DTFIM"": null, ""CODIGO"": 1799, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Auxílio-alimentação ou alimentação concedida sob a forma de pecúnia com natureza indenizatória por força de lei"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": ""S""}",2026-03-28 11:15:29.753318
