id,cod_rubrica,descricao,cod_natureza,incid_inss,incid_irrf,incid_fgts,analise,incid_base_legal_inss,incid_base_legal_irrf,incid_base_legal_fgts,importado_em,corrigido,corrigido_em,envio_status,ini_valid_esocial
168,499,DIF. VALE-TRANSPORTE,1810 - Transporte (Servidores e Empregados Públicos),0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 5º da IN 1500/2014,"0 - Precedente Administrativo nº 311 - Precedente Administrativo nº 3, Ato Declaratório 04/2002",2026-03-28 04:05:08.371145,f,,pendente,
169,500,DESC. FALTAS (DIAS),"9207 - Desconto decorrente de ausência de trabalho durante todo o dia em razão de, por exemplo, falta injustificada, suspensão disciplinar, greve",11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
170,501,DESC. FALTAS (HORAS),9209 - Faltas ou atrasos,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
171,502,DESC. ATRASO/FALTA HORAS,9209 - Faltas ou atrasos,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
172,503,DESC. D.S.R. S/FALTAS (DIAS),9211 - DSR sobre faltas,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
173,504,DESC. D.S.R. S/FALTAS (HORAS),9210 - DSR s/faltas e atrasos,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
174,505,DESC. ATRASOS/SAIDAS ANTECIPADAS,9209 - Faltas ou atrasos,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
175,506,DESC. ATRASOS/SAIDAS MES ANTERIOR,9209 - Faltas ou atrasos,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
176,507,DESC. D.S.R. MES ANTERIOR,9210 - DSR s/faltas e atrasos,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
177,509,DESC. DEV. HE/A.N./DSR - MES ANT,9299 - Outros descontos,11,11,11,"Rubrica com inconsistência de INSS, IRRF e FGTS","0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
178,510,DESC. DEVOL.PAGTO A MAIOR,9290 - Desconto de pagamento indevido em meses anteriores,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/9112 - Artigo 28, § 9º da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/8813 - Artigos 3º e 7º da Lei nº 7.713/8812 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/900 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
179,511,DESC. DIF.DISSIDIO,9290 - Desconto de pagamento indevido em meses anteriores,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/9112 - Artigo 28, § 9º da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/8813 - Artigos 3º e 7º da Lei nº 7.713/8812 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/900 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
180,512,DESC. FALTAS HORAS MES ANTERIOR,9209 - Faltas ou atrasos,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
181,516,DESC. ASSIST. ODONTOLOGICA DEPENDENTE,9219 - Desconto de assistência médica ou odontológica - Plano coletivo empresarial,0,9,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",67 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
182,519,DESC. CONTRIB. ASSISTENCIAL LABORAL,9232 - Contribuição Sindical - Assistencial,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 4º da Lei nº 9.250/95,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
183,520,DESC. AVARIA,9270 - Danos e prejuízos causados pelo trabalhador,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 4º da Lei nº 9.250/95,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
184,521,DESC. AVISO PREVIO,6901 - Desconto do aviso-prévio,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
185,522,DESC. CO PARTICIPACAO A.M.,9219 - Desconto de assistência médica ou odontológica - Plano coletivo empresarial,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",67 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
186,524,DESC. DIF. SALARIO,9299 - Outros descontos,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
187,525,DESC. PGTO. ANTECIPADO,9200 - Desconto de Adiantamentos,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/8811 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
188,526,DESC. PLR,9232 - Contribuição Sindical - Assistencial,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 4º da Lei nº 9.250/95,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
189,530,DESC. VALE-TRANSP DISSIDIO 6%,9216 - Desconto de vale transporte,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
190,537,DESC. ASSIST. MEDICA,9219 - Desconto de assistência médica ou odontológica - Plano coletivo empresarial,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",67 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
191,540,DESC. SALDO NEGATIVO,2930 - Insuficiência de saldo,0,9,0,-,0 - Sem previsão legal.,9 - Sem previsão legal.,0 - Sem previsão legal.,2026-03-28 04:05:08.371145,f,,pendente,
192,541,DESC. ARREDONDAMENTO,2999 - Arredondamentos,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
193,544,DESC. DIVERSOS,9299 - Outros descontos,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
194,546,DESC. ADIANT. NORMAL (FORAMES),9200 - Desconto de Adiantamentos,0,11,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/8811 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
195,547,DESC. ESTACIONAMENTO,9299 - Outros descontos,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
196,548,DESC. VR NAO UTILIZADO,"9243 - Cesta básica ou refeição, vinculada ao PAT - Desconto",0,9,0,-,"0 - Artigo 28, §9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
197,550,DESC. PAGTO. INDEVIDO,9299 - Outros descontos,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
198,552,DESC. CONTRIB. ASSISTENCIAL LABORAL,9232 - Contribuição Sindical - Assistencial,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 4º da Lei nº 9.250/95,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
199,554,DESC. 13º SALARIO,9214 - 13° salário - desconto de adiantamento,12,12,12,Rubrica com inconsistência de INSS e IRRF,"0 - Artigo 28, § 9º, da Lei n° 8.212/91",9 - Artigos 26 da Lei nº 7.713/88,12 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
200,555,DESC. 13º SALARIO ANTECIPADO,9214 - 13° salário - desconto de adiantamento,0,0,12,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º, da Lei n° 8.212/91",9 - Artigos 26 da Lei nº 7.713/88,12 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
201,556,DESC. MEDIAS ANTECIPACAO 13º SALARIO,9214 - 13° salário - desconto de adiantamento,0,0,12,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º, da Lei n° 8.212/91",9 - Artigos 26 da Lei nº 7.713/88,12 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
202,558,DESC. ANTEC. ADIC. INSALUBRIDADE S/13º 1ª PARCELA,9214 - 13° salário - desconto de adiantamento,0,0,12,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º, da Lei n° 8.212/91",9 - Artigos 26 da Lei nº 7.713/88,12 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
203,560,DESC. FERIAS PAGAS,9221 - Desconto de férias,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/9111 - Artigo 28, inciso I, da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/8813 - Artigo 12-A da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/9011 - Artigo 15 da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
204,564,DESC. 2ª VIA CARTAO ALIMENTACAO,9299 - Outros descontos,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
205,566,DESC. I.N.S.S.,9201 - Contribuição Previdenciária,31,11,0,Rubrica com inconsistência de IRRF,"31 - Artigo 28, § 9º da Lei n° 8.212/9132 - Artigo 28, § 9º da Lei n° 8.212/91","41 - Artigo 4º, inciso IV, da Lei nº 9.250/9542 - Artigo 4º, inciso IV, da Lei nº 9.250/959 - Artigo 4º, inciso IV, da Lei nº 9.250/95",0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
206,570,DESC. I.R.F.,9203 - Imposto de renda retido na fonte,0,31,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91","31 - Artigos 26 da Lei nº 7.713/88 e artigo 16 da Lei nº 8.134/9033 - Artigos 3° inciso II e § 4º da Lei nº 7.713/88 e Ato Declaratório PGFN nº 06/200832 - Artigos 26 da Lei nº 7.713/88 e artigo 16 da Lei nº 8.134/9034 - Artigo 2º, §§ 5º a 7º, da Lei nº 10.101/2000","0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
207,571,DESC. I.R.F. S/FERIAS,9203 - Imposto de renda retido na fonte,0,33,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91","31 - Artigos 26 da Lei nº 7.713/88 e artigo 16 da Lei nº 8.134/9033 - Artigos 3° inciso II e § 4º da Lei nº 7.713/88 e Ato Declaratório PGFN nº 06/200832 - Artigos 26 da Lei nº 7.713/88 e artigo 16 da Lei nº 8.134/9034 - Artigo 2º, §§ 5º a 7º, da Lei nº 10.101/2000","0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
208,572,DESC. I.R.F. S/13º SALARIO,9203 - Imposto de renda retido na fonte,0,32,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91","31 - Artigos 26 da Lei nº 7.713/88 e artigo 16 da Lei nº 8.134/9033 - Artigos 3° inciso II e § 4º da Lei nº 7.713/88 e Ato Declaratório PGFN nº 06/200832 - Artigos 26 da Lei nº 7.713/88 e artigo 16 da Lei nº 8.134/9034 - Artigo 2º, §§ 5º a 7º, da Lei nº 10.101/2000","0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
209,575,DESC. CONTRIB. ASSISTENCIAL - SINDMAN,9232 - Contribuição Sindical - Assistencial,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 4º da Lei nº 9.250/95,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
210,577,DESC. VA NAO UTILIZADO MES ANTERIOR,9299 - Outros descontos,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
211,578,DESC. VALE LANCHE NAO UTILIZADO,"9243 - Cesta básica ou refeição, vinculada ao PAT - Desconto",0,9,0,-,"0 - Artigo 28, §9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
212,579,DESC. FALTAS (DIAS) MES ANTERIOR,"9207 - Desconto decorrente de ausência de trabalho durante todo o dia em razão de, por exemplo, falta injustificada, suspensão disciplinar, greve",11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
213,580,INDENIZACAO ARTº 480,6904 - Multa prevista no art. 480 da CLT,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91","9 - Artigo 6º, inciso V da Lei nº 7.713/88","0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
214,582,DESC. CONTRIB. COL. LAB. SINTACLUNS,9232 - Contribuição Sindical - Assistencial,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 4º da Lei nº 9.250/95,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
215,584,DESC. MENS. SINDICAL,9231 - Contribuição Sindical - Associativa,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 4º da Lei nº 9.250/95,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
216,585,DESC. MENS. SINDICAL MES ANTERIOR,9231 - Contribuição Sindical - Associativa,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 4º da Lei nº 9.250/95,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
217,586,DESC. CONTRIB. SINDICAL,9230 - Contribuição Sindical - Compulsória,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91","9 - Artigo 4º, inciso II, da Lei nº 9.250/95",0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
218,587,DESC. CONTRIB. CONFEDERATIVA,9233 - Contribuição sindical - Confederativa,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 4º da Lei nº 9.250/95,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
219,590,DESC. CONTRIB. ASSISTENCIAL MES ANTERIOR,9232 - Contribuição Sindical - Assistencial,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 4º da Lei nº 9.250/95,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
220,591,DESC. CONTRIB. COLABORATIVA LABORAL,9232 - Contribuição Sindical - Assistencial,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 4º da Lei nº 9.250/95,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
221,592,DESC. CONTRIB. ASSISTENCIAL,9232 - Contribuição Sindical - Assistencial,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 4º da Lei nº 9.250/95,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
222,594,DESC. CONTRIB. SOC. LABORAL ANCINE,9232 - Contribuição Sindical - Assistencial,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 4º da Lei nº 9.250/95,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
223,595,DESC. CONTRIB. NEGOCIAL,9233 - Contribuição sindical - Confederativa,0,79,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 4º da Lei nº 9.250/95,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
224,596,DESC. I.N.S.S. S/13º SALARIO,9201 - Contribuição Previdenciária,32,12,0,Rubrica com inconsistência de IRRF,"31 - Artigo 28, § 9º da Lei n° 8.212/9132 - Artigo 28, § 9º da Lei n° 8.212/91","41 - Artigo 4º, inciso IV, da Lei nº 9.250/9542 - Artigo 4º, inciso IV, da Lei nº 9.250/959 - Artigo 4º, inciso IV, da Lei nº 9.250/95",0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
225,597,DESC. D.S.R. S/FALTAS (DIAS) MES ANTERIOR,9210 - DSR s/faltas e atrasos,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
226,599,DESC H.E PAGO MAIOR,1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
227,600,DESC. ACIDENTE DE TRABALHO (F.G.T.S.),9932 - Auxílio - doença acidentário,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 48 da Lei nº 8.541/9279 - Artigo 48 da Lei nº 8.541/92,11 - Artigo 15 da Lei n° 8.036/9012 - Artigo 15 da Lei n° 8.036/900 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
228,601,DESC. AUXILIO DOENCA,9933 - Auxílio-doença,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
229,605,DESC. ASSIST. ODONTO. DEPENDENTE,9219 - Desconto de assistência médica ou odontológica - Plano coletivo empresarial,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",67 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
284,730,DESC. SMARTPHONE NAO DEVOLVIDO,9270 - Danos e prejuízos causados pelo trabalhador,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 4º da Lei nº 9.250/95,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
230,606,DESC. ASSIST. ODONTO. DEPENDENTE,9219 - Desconto de assistência médica ou odontológica - Plano coletivo empresarial,0,9,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",67 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
231,607,DESC. ASSIST. MEDICA,9219 - Desconto de assistência médica ou odontológica - Plano coletivo empresarial,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",67 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
232,610,DESC. VT NAO UTILIZADO MES ANTERIOR,9216 - Desconto de vale transporte,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
233,611,DESC. VALE ALIMENTACAO - CCT,"9241 - Alimentação em ticket ou cartão, vinculada ao PAT - Desconto",0,9,0,-,"0 - Artigo 28, §9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
234,612,DESC. PENSAO ALIMENTICIA SALARIO,9213 - Pensão alimentícia,0,51,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91","51 - Artigo 4º, inciso IV, da Lei nº 9.250/9552 - Artigo 4º, inciso IV, da Lei nº 9.250/9553 - Artigo 4º, inciso IV, da Lei nº 9.250/9554 - Artigo 3º, § 10 da Lei nº 10.101/2000","0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
235,614,DESC. EMPRESTIMO BV,9254 - Empréstimos consignados - desconto,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 7º da Lei nº 8.134/90,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
236,615,DESC. ASS. MÉDICA MES ANTERIOR,9219 - Desconto de assistência médica ou odontológica - Plano coletivo empresarial,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",67 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
237,616,DESC. CONTRIB. ASSISTENCIAL,9232 - Contribuição Sindical - Assistencial,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 4º da Lei nº 9.250/95,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
238,619,DESC. ASS. MÉDICA DEP.,9219 - Desconto de assistência médica ou odontológica - Plano coletivo empresarial,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",67 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
239,621,DESC. BB DETAL,9219 - Desconto de assistência médica ou odontológica - Plano coletivo empresarial,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",67 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
240,624,DESC. VALE REFEIÇÃO - CCT,"9243 - Cesta básica ou refeição, vinculada ao PAT - Desconto",0,9,0,-,"0 - Artigo 28, §9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
241,626,DESC. ATRASO/FALTA HORAS MES ANTERIOR,9209 - Faltas ou atrasos,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
242,627,DESC. ADIANT. NORMAL(DENTRO DO MES),9200 - Desconto de Adiantamentos,0,11,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/8811 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
243,631,DESC. ASSIST. ODONT. SINTACLUNS,9219 - Desconto de assistência médica ou odontológica - Plano coletivo empresarial,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",67 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,f,,pendente,
