id,cod_rubrica,descricao,cod_natureza,incid_inss,incid_irrf,incid_fgts,analise,incid_base_legal_inss,incid_base_legal_irrf,incid_base_legal_fgts,importado_em,corrigido,corrigido_em,envio_status,ini_valid_esocial
404,1055,"ADIC. NOTURNO 22,50% - SETEMBRO",1205 - Adicional noturno,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
405,1056,"ADIC. NOTURNO 22,50% - OUTUBRO",1205 - Adicional noturno,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
406,1057,"ADIC. NOTURNO 22,50% - NOVEMBRO",1205 - Adicional noturno,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
407,1060,HORAS EXTRAS 50% - FEVEREIRO,1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
408,1062,HORAS EXTRAS 50% - ABRIL,1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
409,1063,HORAS EXTRAS 50% - MAIO,1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
410,1064,HORAS EXTRAS 50% - JUNHO,1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
411,1065,HORAS EXTRAS 50% - JULHO,1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
412,1066,HORAS EXTRAS 50% - AGOSTO,1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
413,1067,HORAS EXTRAS 50% - SETEMBRO,1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
414,1068,HORAS EXTRAS 50% - OUTUBRO,1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
415,1069,HORAS EXTRAS 50% - NOVEMBRO,1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
416,1073,"H EXTRAS 50% NOT22,50 - FEVEREIRO",1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
417,1076,"H EXTRAS 50% NOT22,50 - MAIO",1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
418,1077,"H EXTRAS 50% NOT22,50 - JUNHO",1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
419,1078,"H EXTRAS 50% NOT22,50 - JULHO",1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
420,1079,"H EXTRAS 50% NOT22,50 - AGOSTO",1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
421,1080,"H EXTRAS 50% NOT22,50 - SETEMBRO",1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
422,1081,"H EXTRAS 50% NOT22,50 - OUTUBRO",1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
423,1082,"H EXTRAS 50% NOT22,50 - NOVEMBRO",1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
424,1085,HORAS EXTRAS 100% - FEVEREIRO,1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
425,1087,HORAS EXTRAS 100% ABRIL,1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
426,1088,HORAS EXTRAS 100% MAIO,1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
427,1089,HORAS EXTRAS 100% JUNHO,1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
428,1090,HORAS EXTRAS 100% JULHO,1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
429,1091,HORAS EXTRAS 100% - AGOSTO,1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
430,1092,HORAS EXTRAS 100% SETEMBRO,1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
431,1093,HORAS EXTRAS 100% OUTUBRO,1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
432,1094,HORAS EXTRAS 100% NOVEMBRO,1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
433,1097,"H EXTRAS 100% NOT 22,50 FEVEREIRO",1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
434,1100,"H EXTRAS 100% NOT 22,50 MAIO",1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
435,1101,"H EXTRAS 100% NOT 22,50 JUNHO",1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
436,1102,"H EXTRAS 100% NOT 22,50 JULHO",1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
437,1104,"H EXTRAS 100% NOT 22,50 SETEMBRO",1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
438,1105,"H EXTRAS 100% NOT 22,50 OUTUBRO",1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
439,1106,"H EXTRAS 100% NOT 22,50 NOVEMBRO",1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
440,1109,ADIC. NOTURNO C/25%,1205 - Adicional noturno,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
441,1110,ADIC. INSALUBRIDADE 07/2020 a 12/2020,1202 - Adicional de insalubridade,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
442,1111,ADIC. INSALUBRIDADE 01/2021 a 08/2021,1202 - Adicional de insalubridade,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
443,1112,CUSTEIO SOCIAL - SINTEAC MG,9230 - Contribuição Sindical - Compulsória,0,79,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91","9 - Artigo 4º, inciso II, da Lei nº 9.250/95",0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
444,1114,MULTA POR ATRASO DE SALARIO 2024,6129 - Outras verbas não remuneratórias (indenizatórias ou multas),0,9,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, inciso I, da Lei n° 8.212/91","79 - Artigos 6 da Lei nº 7.713/88 e Artigo 2° da Lei n° 8.036/90, e artigo 65 do Decreto n° 9.580/2018",0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
445,1115,MULTA POR ATRASO DE SALARIO 2025,6129 - Outras verbas não remuneratórias (indenizatórias ou multas),0,9,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, inciso I, da Lei n° 8.212/91","79 - Artigos 6 da Lei nº 7.713/88 e Artigo 2° da Lei n° 8.036/90, e artigo 65 do Decreto n° 9.580/2018",0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
446,1116,DESC. EMPRESTIMO ECONSIGNADO FGTS,9253 - Desconto de trabalhadores a título de empréstimos na modalidade eConsignado para repasse à instituição financeira consignatária recolhido em guia do FGTS conforme legislação específica,0,9,31,-,"0 - Artigo 28, inciso I, da Lei n° 8.212/91",9 - Artigo 7º da Lei nº 8.134/90,31 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
447,9279,ASSISTENCIA MEDICA (INFORMATIIVO ESOCIAL),9911 - Assistência Médica,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
448,9281,ASSISTENCIA ODONTOLOGICA (INFORMATIIVO ESOCIAL),9911 - Assistência Médica,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,f,,pendente,
13,47,SALARIO FAMILIA,1409 - Salário-família,51,9,0,Rubrica com inconsistência de IRRF,"51 - Artigo 28, inciso I, da Lei n° 8.212/91","79 - Artigos 5º, inciso VII da IN 1500/2014",0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,t,2026-03-28 04:36:20.753202,feito,
17,55,PRO-LABORE,3508 - Retiradas (pró labore) de proprietários ou sócios,11,11,11,Rubrica com inconsistência de FGTS,"11 - Artigo 28, inciso III, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",2026-03-28 04:05:08.371145,t,2026-03-28 04:36:28.982866,feito,
6,13,REEMB. VALE TRANSPORTE,1810 - Transporte (Servidores e Empregados Públicos),0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 5º da IN 1500/2014,"0 - Precedente Administrativo nº 311 - Precedente Administrativo nº 3, Ato Declaratório 04/2002",2026-03-28 04:05:08.371145,t,2026-03-28 04:29:41.532642,feito,
45,156,DIF. FERIAS,1016 - Férias - Gozadas,0,0,0,Rubrica com inconsistência de IRRF,"11 - Artigo 28, inciso I, da Lei n° 8.212/910 - Artigo 28, inciso I, da Lei n° 8.212/91",13 - Artigos 3º e 7º da Lei nº 7.713/889 - valor do pagamento informar no 1015,11 - Artigo 15 da Lei n° 8.036/900 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,t,2026-03-28 10:31:26.732826,feito,
61,228,REEMB. DESC. ASSIST. MEDICA,6129 - Outras verbas não remuneratórias (indenizatórias ou multas),0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, inciso I, da Lei n° 8.212/91","79 - Artigos 6 da Lei nº 7.713/88 e Artigo 2° da Lei n° 8.036/90, e artigo 65 do Decreto n° 9.580/2018",0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,t,2026-03-28 12:22:36.305386,feito,2018-02
64,233,REEMB. REFEICAO,1629 - Ressarcimento de outras despesas,0,0,0,Rubrica com inconsistência de IRRF,"11 - Artigo 28, inciso I, da Lei n° 8.212/910 - Artigo 28, inciso I, da Lei n° 8.212/91","11 - Artigos 3º e 7º da Lei nº 7.713/889 - artigo 35, inciso I, alínea p do Decreto n° 9.580/2018",11 - Artigo 15 da Lei n° 8.036/900 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,t,2026-03-28 19:08:59.414011,feito,2018-02
65,234,REEMB. EXAMES MÉDICOS,6129 - Outras verbas não remuneratórias (indenizatórias ou multas),0,9,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, inciso I, da Lei n° 8.212/91","79 - Artigos 6 da Lei nº 7.713/88 e Artigo 2° da Lei n° 8.036/90, e artigo 65 do Decreto n° 9.580/2018",0 - Artigo 15 da Lei n° 8.036/90,2026-03-28 04:05:08.371145,t,2026-03-28 19:13:01.655255,feito,2018-02
