id,upload_id,row_number,col_a,col_b,col_c,col_d,col_e,col_f,col_g,col_h,col_i,col_j,col_k,col_l,col_m,col_n,col_o,col_p,col_q,col_r,col_s,col_t,col_u,col_v,col_w,col_x,col_y,col_z,col_aa,col_ab,col_ac,col_ad,col_ae,col_af,col_ag,col_ah,col_ai,col_aj,col_ak,col_al,col_am,col_an,col_ao,col_ap,col_aq,col_ar,col_as,col_at,col_au,col_av,col_aw,col_ax,col_ay,col_az,col_ba,col_bb,raw_data,created_at
4373,,278,700,DESC. F.G.T.S. DEPOSITO RESCISAO - G.R.F.C.,9989-Outros valores informativos,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""700"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. F.G.T.S. DEPOSITO RESCISAO - G.R.F.C."", ""Natureza E-social"": ""9989-Outros valores informativos""}",2026-03-27 16:02:24.74194
4374,,279,701,DESC. 2ª VIA CARTAO ALELO,9299-Outros descontos,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""701"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. 2ª VIA CARTAO ALELO"", ""Natureza E-social"": ""9299-Outros descontos""}",2026-03-27 16:02:24.74194
4375,,280,702,DESC. 2ª VIA CARTAO REFEICAO,9299-Outros descontos,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""702"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. 2ª VIA CARTAO REFEICAO"", ""Natureza E-social"": ""9299-Outros descontos""}",2026-03-27 16:02:24.74194
4376,,281,703,DESC. 2ª VIA CARTAO RIO CARD,9299-Outros descontos,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""703"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. 2ª VIA CARTAO RIO CARD"", ""Natureza E-social"": ""9299-Outros descontos""}",2026-03-27 16:02:24.74194
4377,,282,709,DESC. AJUSTE DESP DE VIAGENS,9299-Outros descontos,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""709"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. AJUSTE DESP DE VIAGENS"", ""Natureza E-social"": ""9299-Outros descontos""}",2026-03-27 16:02:24.74194
4378,,283,710,DESC. ALIMENTACAO MES ANTERIOR,"9241-Alimentação em ticket ou cartão, vinculada ao PAT - Desconto",0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""710"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. ALIMENTACAO MES ANTERIOR"", ""Natureza E-social"": ""9241-Alimentação em ticket ou cartão, vinculada ao PAT - Desconto""}",2026-03-27 16:02:24.74194
4379,,284,715,DESC. PAGOS ANTECIPADO,9200-Desconto de Adiantamentos,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""715"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. PAGOS ANTECIPADO"", ""Natureza E-social"": ""9200-Desconto de Adiantamentos""}",2026-03-27 16:02:24.74194
4380,,285,716,DESC. CELULAR NAO DEVOLVIDO,9270-Danos e prejuízos causados pelo trabalhador,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""716"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. CELULAR NAO DEVOLVIDO"", ""Natureza E-social"": ""9270-Danos e prejuízos causados pelo trabalhador""}",2026-03-27 16:02:24.74194
4381,,286,724,DESC. MULTA DE TRANSITO,9270-Danos e prejuízos causados pelo trabalhador,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""724"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. MULTA DE TRANSITO"", ""Natureza E-social"": ""9270-Danos e prejuízos causados pelo trabalhador""}",2026-03-27 16:02:24.74194
4382,,287,727,DESC. REFEIÇÃO MÊS ANTERIOR,"9243-Cesta básica ou refeição, vinculada ao PAT - Desconto",0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""727"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. REFEIÇÃO MÊS ANTERIOR"", ""Natureza E-social"": ""9243-Cesta básica ou refeição, vinculada ao PAT - Desconto""}",2026-03-27 16:02:24.74194
4383,,288,729,DESC. SEGURO DE VIDA,9250-Seguro de vida – desconto,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""729"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. SEGURO DE VIDA"", ""Natureza E-social"": ""9250-Seguro de vida – desconto""}",2026-03-27 16:02:24.74194
4384,,289,730,DESC. SMARTPHONE NAO DEVOLVIDO,9270-Danos e prejuízos causados pelo trabalhador,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""730"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. SMARTPHONE NAO DEVOLVIDO"", ""Natureza E-social"": ""9270-Danos e prejuízos causados pelo trabalhador""}",2026-03-27 16:02:24.74194
4385,,290,733,DESC. UNIFORME,9299-Outros descontos,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""733"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. UNIFORME"", ""Natureza E-social"": ""9299-Outros descontos""}",2026-03-27 16:02:24.74194
4386,,291,740,"H EXTRAS 50% NOT22,50",1003-Horas extraordinárias,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""740"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""H EXTRAS 50% NOT22,50"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:24.74194
4387,,292,741,"ADIC. NOTURNO 22,50%",1205-Adicional noturno,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""741"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""ADIC. NOTURNO 22,50%"", ""Natureza E-social"": ""1205-Adicional noturno""}",2026-03-27 16:02:24.74194
4388,,293,743,"H EXTRAS 100% NOT 22,50",1003-Horas extraordinárias,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""743"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""H EXTRAS 100% NOT 22,50"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:24.74194
4389,,294,744,"H EXTRAS 50% NOT22,50 MES ANTERIOR",1003-Horas extraordinárias,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""744"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""H EXTRAS 50% NOT22,50 MES ANTERIOR"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:24.74194
4390,,295,746,DIFERENCA CCT,"1000-Salário, vencimento, soldo",11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""746"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""DIFERENCA CCT"", ""Natureza E-social"": ""1000-Salário, vencimento, soldo""}",2026-03-27 16:02:24.74194
4391,,296,748,DESC. JUDICIAL - 2,9299-Outros descontos,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""748"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. JUDICIAL - 2"", ""Natureza E-social"": ""9299-Outros descontos""}",2026-03-27 16:02:24.74194
4392,,297,749,"ADIC. NOTURNO 22,50% - MÊS ANTERIOR",1205-Adicional noturno,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""749"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""ADIC. NOTURNO 22,50% - MÊS ANTERIOR"", ""Natureza E-social"": ""1205-Adicional noturno""}",2026-03-27 16:02:24.74194
4393,,298,750,ADIC. NOTURNO C/39% MES ANTERIOR,1205-Adicional noturno,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""750"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""ADIC. NOTURNO C/39% MES ANTERIOR"", ""Natureza E-social"": ""1205-Adicional noturno""}",2026-03-27 16:02:24.74194
4394,,299,751,DESC. CESTA BASICA NAO UTILIZADA,"9243-Cesta básica ou refeição, vinculada ao PAT - Desconto",0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""751"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. CESTA BASICA NAO UTILIZADA"", ""Natureza E-social"": ""9243-Cesta básica ou refeição, vinculada ao PAT - Desconto""}",2026-03-27 16:02:24.74194
4395,,300,752,DIF. 1/3 DAS FERIAS,1016-Férias,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""752"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""DIF. 1/3 DAS FERIAS"", ""Natureza E-social"": ""1016-Férias""}",2026-03-27 16:02:24.74194
4396,,301,753,REEMB VALE REFEICAO/ ALIMENTACAO - HORA EXTRA,"1806-Alimentação em ticket ou cartão, vinculada ao PAT",0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""753"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""REEMB VALE REFEICAO/ ALIMENTACAO - HORA EXTRA"", ""Natureza E-social"": ""1806-Alimentação em ticket ou cartão, vinculada ao PAT""}",2026-03-27 16:02:24.74194
4397,,302,755,REEMB. VALE TRANSPORTE - HORA EXTRA,1810-Transporte,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""755"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""REEMB. VALE TRANSPORTE - HORA EXTRA"", ""Natureza E-social"": ""1810-Transporte""}",2026-03-27 16:02:24.74194
4398,,303,757,DESC. CONTRIB. DE NATUREZA PREVIDENCIARIA,9232-Contribuição sindical - Assistencial,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""757"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. CONTRIB. DE NATUREZA PREVIDENCIARIA"", ""Natureza E-social"": ""9232-Contribuição sindical - Assistencial""}",2026-03-27 16:02:24.74194
4399,,304,759,DESC. AUX. DOENÇA INDEVIDO,"1000-Salário, vencimento, soldo ou subsídio",11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""759"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""DESC. AUX. DOENÇA INDEVIDO"", ""Natureza E-social"": ""1000-Salário, vencimento, soldo ou subsídio""}",2026-03-27 16:02:24.74194
4400,,305,762,DESC. MENSALIDADE SINDICAL - BA,9233-Contribuição sindical – Confederativa,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""762"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. MENSALIDADE SINDICAL - BA"", ""Natureza E-social"": ""9233-Contribuição sindical – Confederativa""}",2026-03-27 16:02:24.74194
4401,,306,763,DESC. MENSALIDADE SINDICAL,9233-Contribuição sindical – Confederativa,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""763"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. MENSALIDADE SINDICAL"", ""Natureza E-social"": ""9233-Contribuição sindical – Confederativa""}",2026-03-27 16:02:24.74194
4402,,307,764,REEMBOLSO DESC. INDEVIDO,"1000-Salário, vencimento, soldo ou subsídio",11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""764"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""REEMBOLSO DESC. INDEVIDO"", ""Natureza E-social"": ""1000-Salário, vencimento, soldo ou subsídio""}",2026-03-27 16:02:24.74194
4403,,308,767,DESC. PAGTO. SALARIO INDEV.,9299-Outros descontos,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""767"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""DESC. PAGTO. SALARIO INDEV."", ""Natureza E-social"": ""9299-Outros descontos""}",2026-03-27 16:02:24.74194
4404,,309,769,DESC. VALE REFEICAO NAO UTILIZADO MES ANTERIOR,"9241-Alimentação em ticket ou cartão, vinculada ao PAT - Desconto",0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""769"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. VALE REFEICAO NAO UTILIZADO MES ANTERIOR"", ""Natureza E-social"": ""9241-Alimentação em ticket ou cartão, vinculada ao PAT - Desconto""}",2026-03-27 16:02:24.74194
4405,,310,770,DESC. ADIANT. VALE REFEIÇÃO,"9243-Cesta básica ou refeição, vinculada ao PAT - Desconto",0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""770"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. ADIANT. VALE REFEIÇÃO"", ""Natureza E-social"": ""9243-Cesta básica ou refeição, vinculada ao PAT - Desconto""}",2026-03-27 16:02:24.74194
4406,,311,771,DESC. VALE REFEICAO NAO UTILIZADO,"9243-Cesta básica ou refeição, vinculada ao PAT - Desconto",0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""771"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. VALE REFEICAO NAO UTILIZADO"", ""Natureza E-social"": ""9243-Cesta básica ou refeição, vinculada ao PAT - Desconto""}",2026-03-27 16:02:24.74194
4407,,312,772,DESC. CESTA BASICA,"1808-Cesta básica ou refeição, vinculada ao PAT",0,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""772"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""79"", ""Nome Evento"": ""DESC. CESTA BASICA"", ""Natureza E-social"": ""1808-Cesta básica ou refeição, vinculada ao PAT""}",2026-03-27 16:02:24.74194
4408,,313,773,DESC. VALE REFEICAO,"9243-Cesta básica ou refeição, vinculada ao PAT - Desconto",0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""773"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. VALE REFEICAO"", ""Natureza E-social"": ""9243-Cesta básica ou refeição, vinculada ao PAT - Desconto""}",2026-03-27 16:02:24.74194
4409,,314,774,DESC. ASSIST. MEDICA,9219-Desconto de assistência médica ou odontológica,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""774"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. ASSIST. MEDICA"", ""Natureza E-social"": ""9219-Desconto de assistência médica ou odontológica""}",2026-03-27 16:02:24.74194
4410,,315,775,DESC. ASSIST. ODONTOLOGICA,9219-Desconto de assistência médica ou odontológica,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""775"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. ASSIST. ODONTOLOGICA"", ""Natureza E-social"": ""9219-Desconto de assistência médica ou odontológica""}",2026-03-27 16:02:24.74194
4411,,316,776,DESC. VALE ALIMENTACAO,"9241-Alimentação em ticket ou cartão, vinculada ao PAT - Desconto",0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""776"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. VALE ALIMENTACAO"", ""Natureza E-social"": ""9241-Alimentação em ticket ou cartão, vinculada ao PAT - Desconto""}",2026-03-27 16:02:24.74194
4412,,317,778,DESC. VALE ALIMENTACAO NAO UTILIZADO,9299-Outros descontos,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""778"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. VALE ALIMENTACAO NAO UTILIZADO"", ""Natureza E-social"": ""9299-Outros descontos""}",2026-03-27 16:02:24.74194
4413,,318,779,DESC. ASSIST. MEDICA MES ANTERIOR,9219-Desconto de assistência médica ou odontológica,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""779"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. ASSIST. MEDICA MES ANTERIOR"", ""Natureza E-social"": ""9219-Desconto de assistência médica ou odontológica""}",2026-03-27 16:02:24.74194
4414,,319,786,ADIANTAMENTO - (PGTO FÉRIAS),5501-Adiantamento de salário,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""786"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""ADIANTAMENTO - (PGTO FÉRIAS)"", ""Natureza E-social"": ""5501-Adiantamento de salário""}",2026-03-27 16:02:24.74194
4415,,320,790,DESC. SALARIO MATERNIDADE,9299-Outros descontos,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""790"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""DESC. SALARIO MATERNIDADE"", ""Natureza E-social"": ""9299-Outros descontos""}",2026-03-27 16:02:24.74194
4416,,321,791,MULTA CCT,6129-Outras Indenizações,0,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""791"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""79"", ""Nome Evento"": ""MULTA CCT"", ""Natureza E-social"": ""6129-Outras Indenizações""}",2026-03-27 16:02:24.74194
4417,,322,792,PREMIO ASSIDUIDADE (SEM INCIDENCIA),2501-Prêmios,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""792"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""PREMIO ASSIDUIDADE (SEM INCIDENCIA)"", ""Natureza E-social"": ""2501-Prêmios""}",2026-03-27 16:02:24.74194
4418,,323,793,PREMIO ASSIDUIDADE (SEM INCIDENCIA) MÊS ANTERIOR,2501-Prêmios,0,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""793"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""PREMIO ASSIDUIDADE (SEM INCIDENCIA) MÊS ANTERIOR"", ""Natureza E-social"": ""2501-Prêmios""}",2026-03-27 16:02:24.74194
4419,,324,796,PREMIO ASSIDUIDADE,1211-Gratificações,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""796"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""PREMIO ASSIDUIDADE"", ""Natureza E-social"": ""1211-Gratificações""}",2026-03-27 16:02:24.74194
4420,,325,806,DESC. EMPRESTIMO NEON,9254-Empréstimos consignados – desconto,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""806"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. EMPRESTIMO NEON"", ""Natureza E-social"": ""9254-Empréstimos consignados – desconto""}",2026-03-27 16:02:24.74194
4421,,326,808,GRATIFICACAO ASSIDUIDADE,1211-Gratificações,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""808"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""GRATIFICACAO ASSIDUIDADE"", ""Natureza E-social"": ""1211-Gratificações""}",2026-03-27 16:02:24.74194
4422,,327,809,DESC ADIC. PERICULOSIDADE,1203-Adicional de periculosidade,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""809"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""DESC ADIC. PERICULOSIDADE"", ""Natureza E-social"": ""1203-Adicional de periculosidade""}",2026-03-27 16:02:24.74194
4423,,328,811,ACUMULO DE FUNCAO,1201-Adicional de função / cargo confiança,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""811"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""ACUMULO DE FUNCAO"", ""Natureza E-social"": ""1201-Adicional de função / cargo confiança""}",2026-03-27 16:02:24.74194
4424,,329,814,ADIC. INSALUBRIDADE SOBRE SALARIO,1202-Adicional de insalubridade,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""814"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""ADIC. INSALUBRIDADE SOBRE SALARIO"", ""Natureza E-social"": ""1202-Adicional de insalubridade""}",2026-03-27 16:02:24.74194
4425,,330,815,PREMIO ASSIDUIDADE,1211-Gratificações,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""815"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""PREMIO ASSIDUIDADE"", ""Natureza E-social"": ""1211-Gratificações""}",2026-03-27 16:02:24.74194
4426,,331,820,SALARIO DIA (INTERMITENTE),"1000-Salário, vencimento, soldo ou subsídio",11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""820"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""SALARIO DIA (INTERMITENTE)"", ""Natureza E-social"": ""1000-Salário, vencimento, soldo ou subsídio""}",2026-03-27 16:02:24.74194
4427,,332,822,D.S.R. S/FERIADO - HS (INTERMITENTE),1012-Descanso semanal remunerado - DSR e feriado,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""822"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""D.S.R. S/FERIADO - HS (INTERMITENTE)"", ""Natureza E-social"": ""1012-Descanso semanal remunerado - DSR e feriado""}",2026-03-27 16:02:24.74194
4428,,333,823,FERIAS (INTERMITENTE),6006-Férias proporcionais,0,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""823"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""FERIAS (INTERMITENTE)"", ""Natureza E-social"": ""6006-Férias proporcionais""}",2026-03-27 16:02:24.74194
